Country Name,Country Code,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gini1960,gini1961,gini1962,gini1963,gini1964,gini1965,gini1966,gini1967,gini1968,gini1969,gini1970,gini1971,gini1972,gini1973,gini1974,gini1975,gini1976,gini1977,gini1978,gini1979,gini1980,gini1981,gini1982,gini1983,gini1984,gini1985,gini1986,gini1987,gini1988,gini1989,gini1990,gini1991,gini1992,gini1993,gini1994,gini1995,gini1996,gini1997,gini1998,gini1999,gini2000,gini2001,gini2002,gini2003,gini2004,gini2005,gini2006,gini2007,gini2008,gini2009,gini2010,gini2011,gini2012,gini2013,gini2014
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7772020725,6357615894,3690328964,2701181331,2513870587,2693731866,3094915506,3510540809,3613500117,2800024314,3057453483,3219487825,3395778674,3991374549,5125273881,6410941013,7745406201,10172869680,12795044473,10766836277,11638536834,14434619982,15846474596,16140047012,16529963187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.13,41.88,41.26,40.12,40.48,39.57,39.63,39.53,39.78,40.34,40.09,40.6,40.57,41.74,42.13,41.58,41.35,,
Ghana,GHA,1217257319,1302703460,1382546575,1540832049,1731334921,2053508895,2126348228,1747211896,1666830081,1961957055,2214923032,2417093687,2112253320,2465492958,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441860,4035994398,4057275132,4412279843,4504342209,5727602516,5074829932,5197842136,5251765023,5889175187,6603129588,6416078958,5968905457,5446370049,6464389816,6932984533,6891433770,7482072399,7718110851,4982849016,5314871667,6166197225,7632720650,8881419388,10731883142,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,48584737987,38648154100,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.35,35.99,,,38.13,,,,,,,40.75,,,,,,,42.76,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588375984,3461282190,2995360969,2833442750,2949637039,3446442219,3666349049,2937071740,2931625105,4134173271,4515824643,4609923720,4735956476,5067360041,5667229738,6231725512,6624068037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.84,,,44.87,,,,,,,,,40.3,,,,39.35,,,,,33.68,,
"Gambia, The",GMB,,,,,,,44212088.42,46695008.77,41160065.83,45168072.25,52296083.65,55728655.8,59160575.51,75187768.35,95796033.66,115179737.7,112190822.6,138093106.3,171833061.6,207112649.7,241083112.7,218767720.5,216050534.8,213448615.7,177340913.1,225726370.2,185646984.5,220626480.9,266672202.5,284120331.6,317083688.2,690311093.2,714254263.1,755040935,746493955,785999879.7,848239405.6,803633368.7,840285264.6,814724055.9,782913866,687410630.5,578235309.3,487038679.4,578785600,624173995.6,655068112.4,798869803.5,965771304.1,900641059.3,951827284.9,904256027.7,912427787.4,891245556.8,807069488.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.23,,,,,47.28,,,,,,,,,,,
Guinea-Bissau,GNB,,,,,,,,,,,78733595.29,78540056.92,87702828.32,89374237.29,98775328.95,108985740.7,112386488.4,114971207.5,122666858.8,118537875.7,110653831.2,154731969.7,165523634.3,163577538.9,138478900.4,143856253.2,130225018.8,173836361.9,164458120.3,213143016.4,243961995.5,257150573.2,226313492.7,236880813.8,235619994.8,253966919.9,270419779.4,268551010.9,206457553.4,224446652.1,370173851.9,392278164.4,415843479.8,476388249.3,531109346.8,586791836.1,591829897.5,695606313.9,864107768.3,825796952.7,847491366.9,1103652041,958857944.2,946629755.8,1022371992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.84,,,,,,,,,35.52,,,,,,,,,,,,
Equatorial Guinea,GNQ,,,9122751.678,10840095.29,12712471.42,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118570.01,76407395.97,93345859.41,100534656.9,88265974.73,112119411.5,110906028.6,134707184,136047906,100807002.6,141853360.9,232463022.7,442337870.4,370687634.7,621117853.4,1045998534,1461139008,1806742733,2484745876,4410764261,8217368425,8081982587,10193491379,15436035471,9338605785,11564374628,15711269412,16485813032,15580315664,14308094225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13188636364,14645454545,16947727273,22430379747,25444318182,28631243358,31267723881,36309898242,44433209647,54682612695,57039168665,52539360394,54819387755,49611068111,48197097944,47997039230,56587390458,65894816306,76542397310,79460973563,98251934652,1.06E+11,1.17E+11,1.09E+11,1.17E+11,1.37E+11,1.47E+11,1.43E+11,1.45E+11,1.43E+11,1.31E+11,1.36E+11,1.53E+11,2.02E+11,2.40E+11,2.48E+11,2.73E+11,3.19E+11,3.55E+11,3.30E+11,3.00E+11,2.89E+11,2.50E+11,2.42E+11,2.38E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.21,,,,,34.36,,,,33.72,,,33.96,,,34.74,,,,
Grenada,GRD,,,,,,,,,,,,,,,,,,53322221.28,67548146.96,78314813.43,83614813.34,87888887.34,95229627.95,101211109.3,110099998.1,128211108.8,144011108.6,167229626.7,184533330.1,213066662.9,221070366.5,241570366.1,250914810.4,250259254.8,261777773.2,276296291.4,294651846.6,304940735.4,340814808.8,379629400.7,520044361.2,520444176,540336916.4,591018397,599118582,695370296.3,698518518.5,758518518.5,825925925.9,771111111.1,771111111.1,778518518.5,800000000,835555555.6,882222222.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,,,,,,,,,,,69520029.27,88570999.35,106101302.5,140153753.7,169918944.1,211192463.7,240779415.7,282269773,355987428.4,420645795,476051769,435749013.9,402403057.2,416184086.2,379371913.7,412876395.8,603016317.5,787390447.3,898607670.6,929799902.2,1018977225,1016500016,1037916105,927214127.9,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1426452030,1644951892,1702543477,1738432116,2121759848,1739579594,1267711816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652256,7231963318,7084399840,7841603154,8410724421,7650125575,9406097455,10440842286,11399942817,12983235117,14656917900,15781579950,17788657184,19393672244,18317089481,19290566570,18702820735,20776536920,21917565500,23965280312,27211228609,30231236682,34113093454,39136507937,37733655166,41337958252,47654841113,50388460925,53851153447,58728232327,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.26,,59.6,,,,,,,,,55.8,,54.84,,56.94,54.1,50.73,,54.89,,,,,52.35,,,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,170216238.9,185849532.9,194949510,175757891.6,194774510.5,213235288.1,228705875.9,250176463.6,229750000,249300000,267800000,282050000,285380965.3,307047633,433954536,494791647,454440000,449880000,507080000,530440000,603200000,570357116.9,482000000,489333333.3,437631610.8,453488352,504651117.2,354591840,413799990,379779379.1,396582263.3,336708410.3,368281383.4,442273443.5,540874922.3,621626785.9,705406032.1,749138004.4,717530696.6,694754984,712667925.3,696281468.8,722460911.8,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990006534,3228372888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.55,,,,,,44.54,,,,,,,,,,,,,,,,
High income,HIC,1.11E+12,1.17E+12,1.27E+12,1.36E+12,1.49E+12,1.61E+12,1.77E+12,1.90E+12,2.05E+12,2.25E+12,2.48E+12,2.75E+12,3.19E+12,3.86E+12,4.36E+12,4.86E+12,5.29E+12,6.00E+12,7.21E+12,8.32E+12,9.31E+12,9.46E+12,9.38E+12,9.70E+12,1.01E+13,1.06E+13,1.28E+13,1.48E+13,1.67E+13,1.74E+13,1.96E+13,2.07E+13,2.22E+13,2.24E+13,2.39E+13,2.64E+13,2.66E+13,2.62E+13,2.62E+13,2.74E+13,2.80E+13,2.78E+13,2.88E+13,3.24E+13,3.62E+13,3.84E+13,4.08E+13,4.50E+13,4.82E+13,4.48E+13,4.74E+13,5.13E+13,5.16E+13,5.22E+13,5.29E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,1320799755,1530754831,1724850874,1975045362,2274710605,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04E+11,1.20E+11,1.36E+11,1.45E+11,1.60E+11,1.77E+11,1.69E+11,1.66E+11,1.72E+11,1.69E+11,1.66E+11,1.61E+11,1.69E+11,1.82E+11,1.94E+11,2.12E+11,2.19E+11,2.14E+11,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,335649984,356200000,387750016,410200000,457000000,508650000,549950016,598099984,646800016,668000032,723000000,731000000,802999968,912499968,1034500000,1124000000,1347999936,1669499968,1929499968,2251499968,2566000032,2819500000,2903500032,3076999968,3319000000,3639499936,3808500032,4152499968,3970386396,3563448320,3048896181,3068462060,3419474979,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105529647,7566517572,7776459964,8140294080,8772197585,9672006169,10841742348,12275491273,13789720387,14587485644,15839344592,17710325578,18528591646,18496448466,19385309986,,,,,,,,,,,,,,,,,,,,,,,,,,,55.09,,,59.49,57.36,51.85,51.83,53.47,55.01,55.49,55.72,52.73,57.43,55.35,,54.08,58.78,58.66,58.41,59.51,57.42,56.16,55.74,51.56,53.39,57.4,,,
Heavily indebted poor countries (HIPC),HPC,14507143201,15370832864,16200561995,17442564027,19062661062,21407921094,23194153990,24097890715,24717453510,26692740659,28470669250,30246717481,32669149692,39091855378,47490782522,54793380578,59998144293,69119447782,79104666217,89967960212,97235672943,98919281005,97730173963,94848819711,98531789616,1.04E+11,1.20E+11,1.33E+11,1.31E+11,1.26E+11,1.28E+11,1.31E+11,1.20E+11,1.20E+11,1.11E+11,1.27E+11,1.33E+11,1.39E+11,1.43E+11,1.42E+11,1.55E+11,1.47E+11,1.59E+11,1.81E+11,2.08E+11,2.40E+11,2.88E+11,3.44E+11,4.15E+11,4.17E+11,4.61E+11,5.14E+11,5.52E+11,5.98E+11,6.33E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50436294495,60082020692,70452887538,62636688809,59665514733,62236755927,56485308446,57868674298,57222574023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,,,,,,,,,,28.45,27.71,31.33,31.1,,,28.83,,,,33.61,,,,,,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473562850,2257129874,1878253818,2167569095,2813320255,2907455213,3338887326,3723903724,4153725967,3953839594,3596448035,3472194099,2960306121,3537721020,4310356253,4757289752,5885321656,6548531998,6584642675,6622540159,7516829496,7890215896,8452726177,8713031260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.21,,,,,,,,,,,,,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34559392151,38514171471,39900742710,42925508499,46166297228,46448783682,47070176267,48548470549,48965869807,47110416254,53533393255,67366285759,84738408725,1.03E+11,1.12E+11,1.14E+11,1.39E+11,1.57E+11,1.29E+11,1.30E+11,1.39E+11,1.27E+11,1.33E+11,1.37E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.96,,25.05,,,,27.94,,,,,26.38,27.8,27.23,26.92,26.84,30.93,,30.19,28.3,,27.53,,29.37,28.94,,,
Indonesia,IDN,,,,,,,,5980840377,7467363479,8798957442,9656740014,9849117953,11605084560,17171181163,27227711000,32147953008,39328674730,48396143466,54298158340,55122620334,78013206038,92473878831,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,1.01E+11,1.14E+11,1.28E+11,1.39E+11,1.58E+11,1.77E+11,2.02E+11,2.27E+11,2.16E+11,95445548017,1.40E+11,1.65E+11,1.60E+11,1.96E+11,2.35E+11,2.57E+11,2.86E+11,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.10E+11,8.89E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27,,,29.19,,,29.31,,,31.33,,,28.99,,,29.74,,,34.01,,,34.11,,35.57,38.1406895,,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,4062367148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,37679274491,39920452403,42900864970,49271095508,57470781033,60599264112,46669801600,51014155360,54016411987,59472993627,63517182000,68532271313,72716595884,87014945186,1.01E+11,1.00E+11,1.05E+11,1.24E+11,1.40E+11,1.56E+11,1.90E+11,1.97E+11,2.04E+11,2.22E+11,2.16E+11,2.37E+11,2.53E+11,2.84E+11,3.02E+11,3.01E+11,3.27E+11,2.75E+11,2.93E+11,2.84E+11,3.33E+11,3.67E+11,4.00E+11,4.23E+11,4.29E+11,4.67E+11,4.77E+11,4.94E+11,5.24E+11,6.18E+11,7.22E+11,8.34E+11,9.49E+11,1.24E+12,1.22E+12,1.37E+12,1.71E+12,1.84E+12,1.83E+12,1.86E+12,2.07E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.88,,,,,,30.82,,,,,,,,,,,33.38,,,,,33.9,,33.60168037,,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4391608392,5093139134,6311762392,7473663901,7888970724,9474390244,9444381545,11237120484,14633343401,18301096067,21726169283,20649511979,21453275207,20745326417,20086563087,21248771550,28685883849,33886704120,37735212957,39199240987,49256350137,49737736088,55862655768,52365158739,57040636042,69070833333,75695942540,82654608405,89810362229,98541551247,99317578773,1.08E+11,1.27E+11,1.63E+11,1.93E+11,2.10E+11,2.31E+11,2.69E+11,2.74E+11,2.34E+11,2.18E+11,2.38E+11,2.22E+11,2.32E+11,2.46E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49,,,,,,,36.92,37.04,35.62,,,,33.22,,,,33.79,,,31.73,,,32.06,,,,
"Iran, Islamic Rep.",IRN,,,,,,6154739684,6706096865,7425389720,8447898397,9482344577,10588052396,13203457893,16346614632,25789290847,44331002246,48942018414,63626810884,74816947679,73033383220,86168280195,90041228619,97085719575,1.22E+11,1.47E+11,1.53E+11,1.71E+11,1.99E+11,1.28E+11,1.16E+11,1.14E+11,1.16E+11,,,60088309491,67128216023,90829495171,1.11E+11,1.05E+11,1.03E+11,1.05E+11,1.01E+11,1.15E+11,1.16E+11,1.35E+11,1.63E+11,1.92E+11,2.43E+11,3.07E+11,3.56E+11,3.63E+11,4.23E+11,5.77E+11,5.58E+11,4.94E+11,4.15E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,47.42,,,,43.6,,,,43,,,,44.1,,,,,,,38.28,,,,,,,,,
Iraq,IRQ,1683918719,1831479776,1954399444,1978199433,2340239278,,,,2896947553,3008120890,3281713714,3865346425,4113848126,5134367439,11516762224,13458516307,17754825000,19838130043,23762274847,37816456559,53405687321,38424990233,42595309883,40595050556,46808830823,48291501319,47134059695,56617489123,62511498417,65650230470,1.80E+11,,,,,,,,,,,,,,36627901762,49954890353,65140295167,88840049181,1.32E+11,1.12E+11,1.39E+11,1.86E+11,2.18E+11,2.32E+11,2.21E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,,,29.54,,
Iceland,ISL,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,532727272.7,677954545.5,849195558.6,1167646732,1532466233,1422966818,1688587583,2233770805,2540555494,2886046512,3420085043,3532930982,3243282192,2797571127,2897187769,3018165304,4035232409,5583426411,6176444878,5737417122,6542685961,6988721327,7161929868,6289671199,6462503074,7205069584,7526269173,7620750787,8489958187,8951369525,8947860486,8147162010,9184959476,11324394791,13736980298,16798498612,17101040182,21446741082,17599578842,12823815255,13261004010,14688160822,14232533848,15394553338,17071004499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.81,,,29.32,,,26.3,,,,
Israel,ISR,2887222222,3487222222,2596551724,2992333333,3405333333,3663333333,3980000000,3921123472,3959142857,4568000000,5372285714,5573095238,7173788220,9242138890,12567673818,12336889618,12475900878,13776267292,13618844420,17511335726,21780968681,23196332651,24572711913,27435501517,26042766959,24122661063,29701444186,35476344185,43892480159,44599772690,52490325526,59170288118,65771216153,65925582469,74669718265,99319560011,1.09E+11,1.13E+11,1.15E+11,1.16E+11,1.31E+11,1.30E+11,1.20E+11,1.25E+11,1.34E+11,1.41E+11,1.52E+11,1.77E+11,2.14E+11,2.06E+11,2.33E+11,2.58E+11,2.57E+11,2.91E+11,3.04E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49,,,,,,35.5,,,,,38.1,,,,39.2,,,,41.86,,41.18,,,42.78,,,,
Italy,ITA,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13E+11,1.24E+11,1.45E+11,1.75E+11,1.99E+11,2.27E+11,2.24E+11,2.57E+11,3.14E+11,3.93E+11,4.76E+11,4.29E+11,4.26E+11,4.42E+11,4.37E+11,4.51E+11,6.39E+11,8.03E+11,8.89E+11,9.26E+11,1.18E+12,1.24E+12,1.32E+12,1.06E+12,1.10E+12,1.17E+12,1.31E+12,1.24E+12,1.27E+12,1.25E+12,1.14E+12,1.16E+12,1.27E+12,1.57E+12,1.80E+12,1.85E+12,1.94E+12,2.20E+12,2.39E+12,2.19E+12,2.13E+12,2.28E+12,2.08E+12,2.14E+12,2.14E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,32.52,34.55,,32.68,,31.47,,35.54,,35.83,,,37.6,,35.99,,,,37.27,,,,35.45,,35.52,,,,
Jamaica,JAM,699064351,748043469.4,777727656.2,826706634.6,897948963.1,972159570.3,1096759515,1148014343,1083839094,1191239519,1404720408,1539862371,1875146612,1905861121,2375122427,2860442813,2966042921,3249733211,2644527896,2425064202,2679379387,2979027983,3293496330,3619262277,2373564489,2100239023,2754549688,3287007226,3828342820,4404938022,4592208208,4106205951,3535452385,4891215396,4938132519,5813471982,6527302709,7472532257,8742153397,8830909008,9008629730,9104515931,9718989516,9430236066,10173234920,11239260832,11927661730,12795560771,13707629041,12125023181,13230844040,14433926129,14794802081,14362262585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.16,,42.2,,,35.67,,,40.47,,,44.22,,69.17,48.34,,45.51,,,,,,,,,,
Jordan,JOR,,,,,,599759760.1,657999736.8,631679747.3,561119775.6,698879720.4,639519744.2,678159728.7,788479684.6,943783839.7,1197483949,1363073498,1708822440,2096778602,2602535787,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928704,4344467193,5311188436,5606237993,6237650241,6727446632,6928359238,7244402962,7910621157,8147494358,8457923956,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110615283,21972870921,23818322958,26425379437,28840263380,30937277606,33593843662,35826925775,,,,,,,,,,,,,,,,,,,,,,,,,,,36.06,,,,,,43.36,,,,,36.42,,,,,38.87,,,,33.89,,32.63,,33.69,,,,
Japan,JPN,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.06E+11,1.24E+11,1.47E+11,1.72E+11,2.09E+11,2.36E+11,3.13E+11,4.25E+11,4.72E+11,5.13E+11,5.76E+11,7.09E+11,9.97E+11,1.04E+12,1.09E+12,1.20E+12,1.12E+12,1.22E+12,1.29E+12,1.38E+12,2.05E+12,2.49E+12,3.02E+12,3.02E+12,3.10E+12,3.54E+12,3.85E+12,4.41E+12,4.85E+12,5.33E+12,4.71E+12,4.32E+12,3.91E+12,4.43E+12,4.73E+12,4.16E+12,3.98E+12,4.30E+12,4.66E+12,4.57E+12,4.36E+12,4.36E+12,4.85E+12,5.04E+12,5.50E+12,5.91E+12,5.95E+12,4.92E+12,4.60E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.11,,,,,,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.05E+11,1.33E+11,1.15E+11,1.48E+11,1.88E+11,2.04E+11,2.32E+11,2.12E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.74,,,,,32.67,,,35.32,,,,,33.67,32.75,31.63,30.25,26.83,29.98,29.59,29.07,,28.56,,,,
Kenya,KEN,791261028.4,792955032.3,868106539.4,926584160.5,998753741.5,997913732.5,1164513153,1232552605,1353287880,1458371250,1603438379,1778381330,2107267356,2502136630,2973313898,3259341976,3474561079,4494357586,5303723446,6234398619,7265303092,6854490191,6431594078,5979205950,6191426332,6135040561,7239145307,7970816494,8355380879,8283101227,8572346693,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,54930813988,60936509778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.46,,42.07,,,46.39,,,,,,,,47.68,,,,,,,,,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562400,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7404412710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.01,,,,,53.7,,,,,35.98,,30.84,30.01,30.05,28.72,34.77,38.32,38.4,33.43,36.46,35.79,35.41,33.39,,,
Cambodia,KHM,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873267.5,718401145.9,969911437.9,505549460.3,702899173.5,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435219,3441205624,3506695723,3443413332,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274513161,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16709432403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.28,,,,,,,,,,35.53,,,41.25,35.15,34.67,33.55,31.82,,,
Kiribati,KIR,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,27935549.99,29307055.85,29659194.64,29432432.43,28646774.9,21294783.16,20572860.96,23924520.38,30842253.3,29558753.76,28413863.09,47797320.45,49724294.95,48613287.09,56200248.57,57610600.44,67866421.47,69152441.74,67097374.04,70596129.03,67512697.12,63101272.37,72259045.96,90148518.06,102220914.8,106149546.4,104670768.1,123005089.6,135046910.3,127126362.9,150436703.5,172260277.6,174984282.2,168944505.2,166762323.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,12366635.58,12483301.96,12541635.15,12833301.08,13416632.95,13593932.43,14469078.29,16742338.59,14600000,15850000,16300000,19624746.42,22944848.51,24196018.48,31514856.72,33364054.13,30095602.18,29888888.36,34259258.65,39888888.18,47999999.15,56555554.56,59925924.87,59666665.61,70037035.8,77999998.62,94148146.49,108185183.3,126666664.4,143259256.7,159200367.6,164574441.5,181815552.3,198341107.6,221740736.8,230740736.7,245555551.2,275089909.1,287324365.9,305008717.2,420086426.4,460467993.8,480825573.9,463418870.6,501150880,543169963,636071000,684148703.7,734660333.3,708891296.3,692457407.4,728050629.6,731919888.9,774074074.1,833333333.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,3891849048,2357059045,2745939978,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.04E+11,1.20E+11,1.51E+11,2.02E+11,2.49E+11,2.85E+11,3.32E+11,3.56E+11,3.92E+11,4.59E+11,5.59E+11,6.03E+11,5.60E+11,3.76E+11,4.86E+11,5.62E+11,5.33E+11,6.09E+11,6.81E+11,7.65E+11,8.98E+11,1.01E+12,1.12E+12,1.00E+12,9.02E+11,1.09E+12,1.20E+12,1.22E+12,1.31E+12,1.41E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3736506989,4078158324,4833561456,5687488209,5653792720,5829933775,6695996664,6500321213,7073021774,7273849012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
