uid,Country.Name,variable,value
13291,Heavily indebted poor countries (HIPC),gdp2012,5.52E+11
13292,Croatia,gdp2012,56485308446
13293,Haiti,gdp2012,7890215896
13294,Hungary,gdp2012,1.27E+11
13295,Indonesia,gdp2012,9.18E+11
13296,Isle of Man,gdp2012,
13297,India,gdp2012,1.83E+12
13298,Not classified,gdp2012,
13299,Ireland,gdp2012,2.22E+11
13300,"Iran, Islamic Rep.",gdp2012,5.58E+11
13301,Iraq,gdp2012,2.18E+11
13302,Iceland,gdp2012,14232533848
13303,Israel,gdp2012,2.57E+11
13304,Italy,gdp2012,2.08E+12
13305,Jamaica,gdp2012,14794802081
13306,Jordan,gdp2012,30937277606
13307,Japan,gdp2012,5.95E+12
13308,Kazakhstan,gdp2012,2.04E+11
13309,Kenya,gdp2012,50410164014
13310,Kyrgyz Republic,gdp2012,6605139933
13311,Cambodia,gdp2012,14054443213
13312,Kiribati,gdp2012,174984282.2
13313,St. Kitts and Nevis,gdp2012,731919888.9
13314,"Korea, Rep.",gdp2012,1.22E+12
13315,Kosovo,gdp2012,6500321213
13316,Kuwait,gdp2012,1.74E+11
13317,Latin America & Caribbean (developing only),gdp2012,4.66E+12
13318,Lao PDR,gdp2012,9359185244
13319,Lebanon,gdp2012,43205095854
13320,Liberia,gdp2012,1733827746
13321,Libya,gdp2012,81905365776
13322,St. Lucia,gdp2012,1302666704
13323,Latin America & Caribbean (all income levels),gdp2012,6.13E+12
13324,Least developed countries: UN classification,gdp2012,7.56E+11
13325,Low income,gdp2012,3.43E+11
13326,Liechtenstein,gdp2012,5487773452
13327,Sri Lanka,gdp2012,59391495533
13328,Lower middle income,gdp2012,5.26E+12
13329,Low & middle income,gdp2012,2.25E+13
13330,Lesotho,gdp2012,2384023630
13331,Lithuania,gdp2012,42824489650
13332,Luxembourg,gdp2012,56292381076
13333,Latvia,gdp2012,28545148936
13334,"Macao SAR, China",gdp2012,42991910938
13335,St. Martin (French part),gdp2012,
13336,Morocco,gdp2012,95903875574
13337,Monaco,gdp2012,
13338,Moldova,gdp2012,7284686576
13339,Middle East (developing only),gdp2012,
13340,Madagascar,gdp2012,9919780222
13341,Maldives,gdp2012,2534540871
13342,Middle East & North Africa (all income levels),gdp2012,3.50E+12
13343,Mexico,gdp2012,1.19E+12
13344,Marshall Islands,gdp2012,184358700
13345,Middle income,gdp2012,2.22E+13
13346,"Macedonia, FYR",gdp2012,9745261301
13347,Mali,gdp2012,10340794110
13348,Malta,gdp2012,8882509104
13349,Myanmar,gdp2012,74690930782
13350,Middle East & North Africa (developing only),gdp2012,1.65E+12
13351,Montenegro,gdp2012,4045813953
13352,Mongolia,gdp2012,12292770631
13353,Northern Mariana Islands,gdp2012,
13354,Mozambique,gdp2012,14934374229
13355,Mauritania,gdp2012,4845165274
13356,Mauritius,gdp2012,11442096506
13357,Malawi,gdp2012,4240491999
13358,Malaysia,gdp2012,3.05E+11
13359,North America,gdp2012,1.80E+13
13360,Namibia,gdp2012,13020182473
13361,New Caledonia,gdp2012,
13362,Niger,gdp2012,6942209595
13363,Nigeria,gdp2012,4.61E+11
13364,Nicaragua,gdp2012,10460339389
13365,Netherlands,gdp2012,8.23E+11
13366,High income: nonOECD,gdp2012,6.17E+12
13367,Norway,gdp2012,5.10E+11
13368,Nepal,gdp2012,18851513891
13369,New Zealand,gdp2012,1.74E+11
13370,High income: OECD,gdp2012,4.54E+13
13371,OECD members,gdp2012,4.74E+13
13372,Oman,gdp2012,76341482445
13373,Other small states,gdp2012,96189400523
13374,Pakistan,gdp2012,2.25E+11
13375,Panama,gdp2012,37956200000
13376,Peru,gdp2012,1.93E+11
13377,Philippines,gdp2012,2.50E+11
13378,Palau,gdp2012,215815865.6
13379,Papua New Guinea,gdp2012,15391272798
13380,Poland,gdp2012,4.96E+11
13381,Puerto Rico,gdp2012,1.01E+11
13382,"Korea, Dem. Rep.",gdp2012,
13383,Portugal,gdp2012,2.16E+11
13384,Paraguay,gdp2012,24595319574
13385,Pacific island small states,gdp2012,7859438468
13386,French Polynesia,gdp2012,
13387,Qatar,gdp2012,1.90E+11
13388,Romania,gdp2012,1.69E+11
13389,Russian Federation,gdp2012,2.02E+12
13390,Rwanda,gdp2012,7219657132
13391,South Asia,gdp2012,2.29E+12
13392,Saudi Arabia,gdp2012,7.34E+11
13393,Sudan,gdp2012,62689620777
13394,Senegal,gdp2012,14045681414
13395,Singapore,gdp2012,2.90E+11
13396,Solomon Islands,gdp2012,1025124684
13397,Sierra Leone,gdp2012,3789119779
13398,El Salvador,gdp2012,23813600000
13399,San Marino,gdp2012,
13400,Somalia,gdp2012,
13401,Serbia,gdp2012,40742313861
13402,Sub-Saharan Africa (developing only),gdp2012,1.55E+12
13403,South Sudan,gdp2012,10368977864
13404,Sub-Saharan Africa (all income levels),gdp2012,1.57E+12
13405,Small states,gdp2012,1.69E+11
13406,Sao Tome and Principe,gdp2012,263328450.3
13407,Suriname,gdp2012,5013030303
13408,Slovak Republic,gdp2012,92747389763
13409,Slovenia,gdp2012,46262747034
13410,Sweden,gdp2012,5.44E+11
13411,Swaziland,gdp2012,3760602923
13412,Sint Maarten (Dutch part),gdp2012,
13413,Seychelles,gdp2012,1134236960
13414,Syrian Arab Republic,gdp2012,
13415,Turks and Caicos Islands,gdp2012,
13416,Chad,gdp2012,12368070169
13417,Togo,gdp2012,3915776184
13418,Thailand,gdp2012,3.66E+11
13419,Tajikistan,gdp2012,7633036366
13420,Turkmenistan,gdp2012,35164210526
13421,Timor-Leste,gdp2012,1.27E+09
13422,Tonga,gdp2012,457242448.5
13423,Trinidad and Tobago,gdp2012,23224918862
13424,Tunisia,gdp2012,45238860997
13425,Turkey,gdp2012,7.89E+11
13426,Tuvalu,gdp2012,39875708.12
13427,Tanzania,gdp2012,38808657767
13428,Uganda,gdp2012,23724745221
13429,Ukraine,gdp2012,1.76E+11
13430,Upper middle income,gdp2012,1.69E+13
13431,Uruguay,gdp2012,51383858670
13432,United States,gdp2012,1.62E+13
13433,Uzbekistan,gdp2012,51183443225
13434,St. Vincent and the Grenadines,gdp2012,694445888.9
13435,"Venezuela, RB",gdp2012,3.81E+11
13436,Virgin Islands (U.S.),gdp2012,
13437,Vietnam,gdp2012,1.56E+11
13438,Vanuatu,gdp2012,781702874.1
13439,West Bank and Gaza,gdp2012,11279400010
13440,World,gdp2012,7.40E+13
13441,Samoa,gdp2012,804335819.9
13442,"Yemen, Rep.",gdp2012,32074766835
13443,South Africa,gdp2012,3.97E+11
13444,"Congo, Dem. Rep.",gdp2012,27463220380
13445,Zambia,gdp2012,24939314029
13446,Zimbabwe,gdp2012,12472416688
13447,Aruba,gdp2013,
13448,Andorra,gdp2013,3249100675
13449,Afghanistan,gdp2013,20310881087
13450,Angola,gdp2013,1.24E+11
13451,Albania,gdp2013,12916669736
13452,Arab World,gdp2013,2.84E+12
13453,United Arab Emirates,gdp2013,4.02E+11
13454,Argentina,gdp2013,6.22E+11
13455,Armenia,gdp2013,10431217084
13456,American Samoa,gdp2013,
13457,Antigua and Barbuda,gdp2013,1200587519
13458,Australia,gdp2013,1.56E+12
13459,Austria,gdp2013,4.28E+11
13460,Azerbaijan,gdp2013,73560484385
13461,Burundi,gdp2013,2714505576
13462,Belgium,gdp2013,5.25E+11
13463,Benin,gdp2013,8307221458
13464,Burkina Faso,gdp2013,12126322793
13465,Bangladesh,gdp2013,1.50E+11
13466,Bulgaria,gdp2013,54479873100
13467,Bahrain,gdp2013,32897606383
13468,"Bahamas, The",gdp2013,8431750000
13469,Bosnia and Herzegovina,gdp2013,17851326454
13470,Belarus,gdp2013,73097619637
13471,Belize,gdp2013,1624294250
13472,Bermuda,gdp2013,5573710000
13473,Bolivia,gdp2013,30601157742
13474,Brazil,gdp2013,2.39E+12
13475,Barbados,gdp2013,4.28E+09
13476,Brunei Darussalam,gdp2013,16111135786
13477,Bhutan,gdp2013,1781261413
13478,Botswana,gdp2013,14979306814
13479,Central African Republic,gdp2013,1544626422
13480,Canada,gdp2013,1.84E+12
13481,Central Europe and the Baltics,gdp2013,1.42E+12
13482,Switzerland,gdp2013,6.85E+11
13483,Channel Islands,gdp2013,
13484,Chile,gdp2013,2.77E+11
13485,China,gdp2013,9.49E+12
13486,Cote d'Ivoire,gdp2013,31292558602
13487,Cameroon,gdp2013,29567504655
13488,"Congo, Rep.",gdp2013,14085852120
13489,Colombia,gdp2013,3.80E+11
13490,Comoros,gdp2013,618664794
13491,Cabo Verde,gdp2013,1837909383
13492,Costa Rica,gdp2013,49236710394
13493,Caribbean small states,gdp2013,66803441355
13494,Cuba,gdp2013,77149700000
13495,Curacao,gdp2013,
13496,Cayman Islands,gdp2013,
13497,Cyprus,gdp2013,24057251749
13498,Czech Republic,gdp2013,2.09E+11
13499,Germany,gdp2013,3.73E+12
13500,Djibouti,gdp2013,1456344495
13501,Dominica,gdp2013,516666666.7
13502,Denmark,gdp2013,3.36E+11
13503,Dominican Republic,gdp2013,61198258779
13504,Algeria,gdp2013,2.10E+11
13505,East Asia & Pacific (developing only),gdp2013,1.17E+13
13506,East Asia & Pacific (all income levels),gdp2013,2.08E+13
13507,Europe & Central Asia (developing only),gdp2013,1.88E+12
13508,Europe & Central Asia (all income levels),gdp2013,2.29E+13
13509,Ecuador,gdp2013,94472680000
13510,"Egypt, Arab Rep.",gdp2013,2.72E+11
13511,Euro area,gdp2013,1.32E+13
13512,Eritrea,gdp2013,3444097561
13513,Spain,gdp2013,1.39E+12
13514,Estonia,gdp2013,24880264958
13515,Ethiopia,gdp2013,47524728957
13516,European Union,gdp2013,1.80E+13
13517,Fragile and conflict affected situations,gdp2013,7.30E+11
13518,Finland,gdp2013,2.68E+11
13519,Fiji,gdp2013,3855042259
13520,France,gdp2013,2.81E+12
13521,Faeroe Islands,gdp2013,2613458941
13522,"Micronesia, Fed. Sts.",gdp2013,316245700
13523,Gabon,gdp2013,17205083304
13524,United Kingdom,gdp2013,2.68E+12
13525,Georgia,gdp2013,16140047012
13526,Ghana,gdp2013,48584737987
13527,Guinea,gdp2013,6231725512
13528,"Gambia, The",gdp2013,891245556.8
13529,Guinea-Bissau,gdp2013,946629755.8
13530,Equatorial Guinea,gdp2013,15580315664
13531,Greece,gdp2013,2.42E+11
13532,Grenada,gdp2013,835555555.6
13533,Greenland,gdp2013,
13534,Guatemala,gdp2013,53851153447
13535,Guam,gdp2013,
13536,Guyana,gdp2013,2990006534
13537,High income,gdp2013,5.22E+13
13538,"Hong Kong SAR, China",gdp2013,2.76E+11
13539,Honduras,gdp2013,18496448466
13540,Heavily indebted poor countries (HIPC),gdp2013,5.98E+11
13541,Croatia,gdp2013,57868674298
13542,Haiti,gdp2013,8452726177
13543,Hungary,gdp2013,1.33E+11
13544,Indonesia,gdp2013,9.10E+11
13545,Isle of Man,gdp2013,
13546,India,gdp2013,1.86E+12
13547,Not classified,gdp2013,
13548,Ireland,gdp2013,2.32E+11
13549,"Iran, Islamic Rep.",gdp2013,4.94E+11
13550,Iraq,gdp2013,2.32E+11
13551,Iceland,gdp2013,15394553338
13552,Israel,gdp2013,2.91E+11
13553,Italy,gdp2013,2.14E+12
13554,Jamaica,gdp2013,14362262585
13555,Jordan,gdp2013,33593843662
13556,Japan,gdp2013,4.92E+12
13557,Kazakhstan,gdp2013,2.32E+11
13558,Kenya,gdp2013,54930813988
13559,Kyrgyz Republic,gdp2013,7335027592
13560,Cambodia,gdp2013,15227991395
13561,Kiribati,gdp2013,168944505.2
13562,St. Kitts and Nevis,gdp2013,774074074.1
13563,"Korea, Rep.",gdp2013,1.31E+12
13564,Kosovo,gdp2013,7073021774
13565,Kuwait,gdp2013,1.76E+11
13566,Latin America & Caribbean (developing only),gdp2013,4.76E+12
13567,Lao PDR,gdp2013,11189514292
13568,Lebanon,gdp2013,44352418120
13569,Liberia,gdp2013,1945491846
13570,Libya,gdp2013,65509594212
13571,St. Lucia,gdp2013,1335764111
13572,Latin America & Caribbean (all income levels),gdp2013,6.26E+12
13573,Least developed countries: UN classification,gdp2013,7.98E+11
13574,Low income,gdp2013,3.69E+11
13575,Liechtenstein,gdp2013,
13576,Sri Lanka,gdp2013,67206129445
13577,Lower middle income,gdp2013,5.46E+12
13578,Low & middle income,gdp2013,2.39E+13
13579,Lesotho,gdp2013,2147680335
13580,Lithuania,gdp2013,46403189419
13581,Luxembourg,gdp2013,60130847624
13582,Latvia,gdp2013,30908761928
13583,"Macao SAR, China",gdp2013,51313818756
13584,St. Martin (French part),gdp2013,
13585,Morocco,gdp2013,1.04E+11
13586,Monaco,gdp2013,
13587,Moldova,gdp2013,7985349731
13588,Middle East (developing only),gdp2013,
13589,Madagascar,gdp2013,10613473993
13590,Maldives,gdp2013,2705145309
13591,Middle East & North Africa (all income levels),gdp2013,3.56E+12
13592,Mexico,gdp2013,1.26E+12
13593,Marshall Islands,gdp2013,190914600
13594,Middle income,gdp2013,2.36E+13
13595,"Macedonia, FYR",gdp2013,10767438756
13596,Mali,gdp2013,11111650036
13597,Malta,gdp2013,9642848650
13598,Myanmar,gdp2013,58652241646
13599,Middle East & North Africa (developing only),gdp2013,1.62E+12
13600,Montenegro,gdp2013,4417255709
13601,Mongolia,gdp2013,12545217934
13602,Northern Mariana Islands,gdp2013,
13603,Mozambique,gdp2013,15457196860
13604,Mauritania,gdp2013,5057754939
13605,Mauritius,gdp2013,11928055398
13606,Malawi,gdp2013,3883521175
13607,Malaysia,gdp2013,3.13E+11
13608,North America,gdp2013,1.86E+13
13609,Namibia,gdp2013,12932205891
13610,New Caledonia,gdp2013,
13611,Niger,gdp2013,7683045043
13612,Nigeria,gdp2013,5.15E+11
13613,Nicaragua,gdp2013,10850733052
13614,Netherlands,gdp2013,8.54E+11
13615,High income: nonOECD,gdp2013,6.37E+12
13616,Norway,gdp2013,5.22E+11
13617,Nepal,gdp2013,19244245405
13618,New Zealand,gdp2013,1.88E+11
13619,High income: OECD,gdp2013,4.59E+13
13620,OECD members,gdp2013,4.80E+13
13621,Oman,gdp2013,78182574772
13622,Other small states,gdp2013,96147048725
13623,Pakistan,gdp2013,2.32E+11
13624,Panama,gdp2013,42648100000
13625,Peru,gdp2013,2.02E+11
13626,Philippines,gdp2013,2.72E+11
13627,Palau,gdp2013,228567644.1
13628,Papua New Guinea,gdp2013,15413163675
13629,Poland,gdp2013,5.26E+11
13630,Puerto Rico,gdp2013,1.03E+11
13631,"Korea, Dem. Rep.",gdp2013,
13632,Portugal,gdp2013,2.25E+11
13633,Paraguay,gdp2013,28896660618
13634,Pacific island small states,gdp2013,7888352545
13635,French Polynesia,gdp2013,
13636,Qatar,gdp2013,2.03E+11
13637,Romania,gdp2013,1.90E+11
13638,Russian Federation,gdp2013,2.08E+12
13639,Rwanda,gdp2013,7522006198
13640,South Asia,gdp2013,2.36E+12
13641,Saudi Arabia,gdp2013,7.44E+11
13642,Sudan,gdp2013,66480692535
13643,Senegal,gdp2013,14791699009
13644,Singapore,gdp2013,3.02E+11
13645,Solomon Islands,gdp2013,1059690062
13646,Sierra Leone,gdp2013,4928272986
13647,El Salvador,gdp2013,24259100000
13648,San Marino,gdp2013,
13649,Somalia,gdp2013,
13650,Serbia,gdp2013,45519650911
13651,Sub-Saharan Africa (developing only),gdp2013,1.63E+12
13652,South Sudan,gdp2013,11804446136
13653,Sub-Saharan Africa (all income levels),gdp2013,1.65E+12
13654,Small states,gdp2013,1.71E+11
13655,Sao Tome and Principe,gdp2013,310684591.5
13656,Suriname,gdp2013,5298787879
13657,Slovak Republic,gdp2013,97712677179
13658,Slovenia,gdp2013,47989855095
13659,Sweden,gdp2013,5.80E+11
13660,Swaziland,gdp2013,3530226512
13661,Sint Maarten (Dutch part),gdp2013,
13662,Seychelles,gdp2013,1411033801
13663,Syrian Arab Republic,gdp2013,
13664,Turks and Caicos Islands,gdp2013,
13665,Chad,gdp2013,12949853281
13666,Togo,gdp2013,4338575495
13667,Thailand,gdp2013,3.87E+11
13668,Tajikistan,gdp2013,8506615265
13669,Turkmenistan,gdp2013,41012982456
13670,Timor-Leste,gdp2013,1.47E+09
13671,Tonga,gdp2013,432889959.1
13672,Trinidad and Tobago,gdp2013,24433812700
13673,Tunisia,gdp2013,46994804036
13674,Turkey,gdp2013,8.23E+11
13675,Tuvalu,gdp2013,38322359.53
13676,Tanzania,gdp2013,44333456245
13677,Uganda,gdp2013,24703249696
13678,Ukraine,gdp2013,1.83E+11
13679,Upper middle income,gdp2013,1.81E+13
13680,Uruguay,gdp2013,57524653094
13681,United States,gdp2013,1.68E+13
13682,Uzbekistan,gdp2013,56795656325
13683,St. Vincent and the Grenadines,gdp2013,718879481.5
13684,"Venezuela, RB",gdp2013,3.71E+11
13685,Virgin Islands (U.S.),gdp2013,
13686,Vietnam,gdp2013,1.71E+11
13687,Vanuatu,gdp2013,801787555.9
13688,West Bank and Gaza,gdp2013,12475999993
13689,World,gdp2013,7.61E+13
13690,Samoa,gdp2013,795947899.1
13691,"Yemen, Rep.",gdp2013,35954502304
13692,South Africa,gdp2013,3.66E+11
13693,"Congo, Dem. Rep.",gdp2013,30014905126
13694,Zambia,gdp2013,26820806279
13695,Zimbabwe,gdp2013,13490227136
13696,Aruba,gdp2014,
13697,Andorra,gdp2014,
13698,Afghanistan,gdp2014,20841951232
13699,Angola,gdp2014,1.31E+11
13700,Albania,gdp2014,13370191506
13701,Arab World,gdp2014,2.86E+12
13702,United Arab Emirates,gdp2014,4.02E+11
13703,Argentina,gdp2014,5.40E+11
13704,Armenia,gdp2014,10881605059
13705,American Samoa,gdp2014,
13706,Antigua and Barbuda,gdp2014,1269117037
13707,Australia,gdp2014,1.45E+12
13708,Austria,gdp2014,4.36E+11
13709,Azerbaijan,gdp2014,75198010965
13710,Burundi,gdp2014,3093647293
13711,Belgium,gdp2014,5.33E+11
13712,Benin,gdp2014,8746992733
13713,Burkina Faso,gdp2014,12542969275
13714,Bangladesh,gdp2014,1.74E+11
13715,Bulgaria,gdp2014,55734676435
13716,Bahrain,gdp2014,33868989362
13717,"Bahamas, The",gdp2014,8510500000
13718,Bosnia and Herzegovina,gdp2014,18344278253
13719,Belarus,gdp2014,76139250365
13720,Belize,gdp2014,
13721,Bermuda,gdp2014,
13722,Bolivia,gdp2014,34175832127
13723,Brazil,gdp2014,2.35E+12
13724,Barbados,gdp2014,4.35E+09
13725,Brunei Darussalam,gdp2014,17256754269
13726,Bhutan,gdp2014,1821412873
13727,Botswana,gdp2014,15813371063
13728,Central African Republic,gdp2014,1782927903
13729,Canada,gdp2014,1.79E+12
13730,Central Europe and the Baltics,gdp2014,1.46E+12
13731,Switzerland,gdp2014,
13732,Channel Islands,gdp2014,
13733,Chile,gdp2014,2.58E+11
13734,China,gdp2014,1.04E+13
13735,Cote d'Ivoire,gdp2014,34253611098
13736,Cameroon,gdp2014,32548591286
13737,"Congo, Rep.",gdp2014,14135462556
13738,Colombia,gdp2014,3.78E+11
13739,Comoros,gdp2014,647720102.5
13740,Cabo Verde,gdp2014,1871187334
13741,Costa Rica,gdp2014,49552580683
13742,Caribbean small states,gdp2014,
13743,Cuba,gdp2014,
13744,Curacao,gdp2014,
13745,Cayman Islands,gdp2014,
13746,Cyprus,gdp2014,23226158986
13747,Czech Republic,gdp2014,2.06E+11
13748,Germany,gdp2014,3.85E+12
13749,Djibouti,gdp2014,1581519706
13750,Dominica,gdp2014,537777777.8
13751,Denmark,gdp2014,3.42E+11
13752,Dominican Republic,gdp2014,63968961563
13753,Algeria,gdp2014,2.14E+11
13754,East Asia & Pacific (developing only),gdp2014,1.26E+13
13755,East Asia & Pacific (all income levels),gdp2014,2.14E+13
13756,Europe & Central Asia (developing only),gdp2014,1.81E+12
13757,Europe & Central Asia (all income levels),gdp2014,2.31E+13
13758,Ecuador,gdp2014,1.01E+11
13759,"Egypt, Arab Rep.",gdp2014,2.87E+11
13760,Euro area,gdp2014,1.34E+13
13761,Eritrea,gdp2014,3857821138
13762,Spain,gdp2014,1.40E+12
13763,Estonia,gdp2014,25904874312
13764,Ethiopia,gdp2014,54797679658
13765,European Union,gdp2014,1.85E+13
13766,Fragile and conflict affected situations,gdp2014,7.20E+11
13767,Finland,gdp2014,2.71E+11
13768,Fiji,gdp2014,4029989729
13769,France,gdp2014,2.83E+12
13770,Faeroe Islands,gdp2014,
13771,"Micronesia, Fed. Sts.",gdp2014,
13772,Gabon,gdp2014,17228443336
13773,United Kingdom,gdp2014,2.94E+12
13774,Georgia,gdp2014,16529963187
13775,Ghana,gdp2014,38648154100
13776,Guinea,gdp2014,6624068037
13777,"Gambia, The",gdp2014,807069488.2
13778,Guinea-Bissau,gdp2014,1022371992
13779,Equatorial Guinea,gdp2014,14308094225
13780,Greece,gdp2014,2.38E+11
13781,Grenada,gdp2014,882222222.2
13782,Greenland,gdp2014,
13783,Guatemala,gdp2014,58728232327
13784,Guam,gdp2014,
13785,Guyana,gdp2014,3228372888
13786,High income,gdp2014,5.29E+13
13787,"Hong Kong SAR, China",gdp2014,2.91E+11
13788,Honduras,gdp2014,19385309986
13789,Heavily indebted poor countries (HIPC),gdp2014,6.33E+11
13790,Croatia,gdp2014,57222574023
13791,Haiti,gdp2014,8713031260
13792,Hungary,gdp2014,1.37E+11
13793,Indonesia,gdp2014,8.89E+11
13794,Isle of Man,gdp2014,
13795,India,gdp2014,2.07E+12
13796,Not classified,gdp2014,
13797,Ireland,gdp2014,2.46E+11
13798,"Iran, Islamic Rep.",gdp2014,4.15E+11
13799,Iraq,gdp2014,2.21E+11
13800,Iceland,gdp2014,17071004499
13801,Israel,gdp2014,3.04E+11
13802,Italy,gdp2014,2.14E+12
13803,Jamaica,gdp2014,
13804,Jordan,gdp2014,35826925775
13805,Japan,gdp2014,4.60E+12
13806,Kazakhstan,gdp2014,2.12E+11
13807,Kenya,gdp2014,60936509778
13808,Kyrgyz Republic,gdp2014,7404412710
13809,Cambodia,gdp2014,16709432403
13810,Kiribati,gdp2014,166762323.6
13811,St. Kitts and Nevis,gdp2014,833333333.3
13812,"Korea, Rep.",gdp2014,1.41E+12
13813,Kosovo,gdp2014,7273849012
13814,Kuwait,gdp2014,
13815,Latin America & Caribbean (developing only),gdp2014,4.76E+12
13816,Lao PDR,gdp2014,11771725798
13817,Lebanon,gdp2014,45730945274
13818,Liberia,gdp2014,2026939595
13819,Libya,gdp2014,41119144923
13820,St. Lucia,gdp2014,1365426556
13821,Latin America & Caribbean (all income levels),gdp2014,6.30E+12
13822,Least developed countries: UN classification,gdp2014,8.68E+11
13823,Low income,gdp2014,3.97E+11
13824,Liechtenstein,gdp2014,
13825,Sri Lanka,gdp2014,74941183242
13826,Lower middle income,gdp2014,5.78E+12
13827,Low & middle income,gdp2014,2.50E+13
13828,Lesotho,gdp2014,2088021624
13829,Lithuania,gdp2014,48172242517
13830,Luxembourg,gdp2014,
13831,Latvia,gdp2014,31920815648
13832,"Macao SAR, China",gdp2014,55501532528
13833,St. Martin (French part),gdp2014,
13834,Morocco,gdp2014,1.07E+11
13835,Monaco,gdp2014,
13836,Moldova,gdp2014,7944184930
13837,Middle East (developing only),gdp2014,
13838,Madagascar,gdp2014,10593147527
13839,Maldives,gdp2014,3032239478
13840,Middle East & North Africa (all income levels),gdp2014,3.49E+12
13841,Mexico,gdp2014,1.28E+12
13842,Marshall Islands,gdp2014,
13843,Middle income,gdp2014,2.46E+13
13844,"Macedonia, FYR",gdp2014,11323761624
13845,Mali,gdp2014,12074473002
13846,Malta,gdp2014,
13847,Myanmar,gdp2014,64330038665
13848,Middle East & North Africa (developing only),gdp2014,1.52E+12
13849,Montenegro,gdp2014,4583198885
13850,Mongolia,gdp2014,12015944337
13851,Northern Mariana Islands,gdp2014,
13852,Mozambique,gdp2014,16385584919
13853,Mauritania,gdp2014,5061180371
13854,Mauritius,gdp2014,12616421088
13855,Malawi,gdp2014,4258033615
13856,Malaysia,gdp2014,3.27E+11
13857,North America,gdp2014,1.92E+13
13858,Namibia,gdp2014,13429503285
13859,New Caledonia,gdp2014,
13860,Niger,gdp2014,8168695870
13861,Nigeria,gdp2014,5.69E+11
13862,Nicaragua,gdp2014,11805641287
13863,Netherlands,gdp2014,8.70E+11
13864,High income: nonOECD,gdp2014,6.26E+12
13865,Norway,gdp2014,5.00E+11
13866,Nepal,gdp2014,19636186469
13867,New Zealand,gdp2014,
13868,High income: OECD,gdp2014,4.67E+13
13869,OECD members,gdp2014,4.88E+13
13870,Oman,gdp2014,81796618986
13871,Other small states,gdp2014,97543663935
13872,Pakistan,gdp2014,2.47E+11
13873,Panama,gdp2014,46212600000
13874,Peru,gdp2014,2.03E+11
13875,Philippines,gdp2014,2.85E+11
13876,Palau,gdp2014,250625562.8
13877,Papua New Guinea,gdp2014,
13878,Poland,gdp2014,5.48E+11
13879,Puerto Rico,gdp2014,
13880,"Korea, Dem. Rep.",gdp2014,
13881,Portugal,gdp2014,2.30E+11
13882,Paraguay,gdp2014,30984747863
13883,Pacific island small states,gdp2014,8249482011
13884,French Polynesia,gdp2014,
13885,Qatar,gdp2014,2.12E+11
13886,Romania,gdp2014,1.99E+11
13887,Russian Federation,gdp2014,1.86E+12
13888,Rwanda,gdp2014,7890190337
13889,South Asia,gdp2014,2.61E+12
13890,Saudi Arabia,gdp2014,7.46E+11
13891,Sudan,gdp2014,73815376185
13892,Senegal,gdp2014,15578916865
13893,Singapore,gdp2014,3.08E+11
13894,Solomon Islands,gdp2014,1158183054
13895,Sierra Leone,gdp2014,4892363979
13896,El Salvador,gdp2014,2.52E+10
13897,San Marino,gdp2014,
13898,Somalia,gdp2014,
13899,Serbia,gdp2014,43866423167
13900,Sub-Saharan Africa (developing only),gdp2014,1.71E+12
13901,South Sudan,gdp2014,13069991258
13902,Sub-Saharan Africa (all income levels),gdp2014,1.73E+12
13903,Small states,gdp2014,1.74E+11
13904,Sao Tome and Principe,gdp2014,334902362.1
13905,Suriname,gdp2014,
13906,Slovak Republic,gdp2014,99790145653
13907,Slovenia,gdp2014,49416055609
13908,Sweden,gdp2014,5.71E+11
13909,Swaziland,gdp2014,3400422936
13910,Sint Maarten (Dutch part),gdp2014,
13911,Seychelles,gdp2014,1405764158
13912,Syrian Arab Republic,gdp2014,
13913,Turks and Caicos Islands,gdp2014,
13914,Chad,gdp2014,13922224561
13915,Togo,gdp2014,4518443907
13916,Thailand,gdp2014,3.74E+11
13917,Tajikistan,gdp2014,9241627841
13918,Turkmenistan,gdp2014,47931929825
13919,Timor-Leste,gdp2014,1.55E+09
13920,Tonga,gdp2014,434386307.7
13921,Trinidad and Tobago,gdp2014,
13922,Tunisia,gdp2014,
13923,Turkey,gdp2014,8.00E+11
13924,Tuvalu,gdp2014,
13925,Tanzania,gdp2014,49183884817
13926,Uganda,gdp2014,26312399301
13927,Ukraine,gdp2014,1.32E+11
13928,Upper middle income,gdp2014,1.88E+13
13929,Uruguay,gdp2014,57471277325
13930,United States,gdp2014,1.74E+13
13931,Uzbekistan,gdp2014,62643953022
13932,St. Vincent and the Grenadines,gdp2014,728696703.7
13933,"Venezuela, RB",gdp2014,5.10E+11
13934,Virgin Islands (U.S.),gdp2014,
13935,Vietnam,gdp2014,1.86E+11
13936,Vanuatu,gdp2014,
13937,West Bank and Gaza,gdp2014,12737613125
13938,World,gdp2014,7.79E+13
13939,Samoa,gdp2014,800586671.2
13940,"Yemen, Rep.",gdp2014,
13941,South Africa,gdp2014,3.50E+11
13942,"Congo, Dem. Rep.",gdp2014,32962261156
13943,Zambia,gdp2014,27066230009
13944,Zimbabwe,gdp2014,13663314280
13945,Aruba,gini1960,
13946,Andorra,gini1960,
13947,Afghanistan,gini1960,
13948,Angola,gini1960,
13949,Albania,gini1960,
13950,Arab World,gini1960,
13951,United Arab Emirates,gini1960,
13952,Argentina,gini1960,
13953,Armenia,gini1960,
